"rules","support","confidence","coverage","lift","count"
"{adherencia=muy_alta} => {difusion=alta}",0.159189475213214,0.951267902535805,0.16734452491129,3.65366633387288,15343
"{difusion=alta} => {adherencia=muy_alta}",0.159189475213214,0.611421056826333,0.26035981822332,3.65366633387288,15343
"{difusion=intermedia} => {adherencia=alta}",0.129796020003735,0.653741638795987,0.198543296466145,2.34443096556165,12510
"{adherencia=alta} => {difusion=intermedia}",0.129796020003735,0.465471052239917,0.278848747691478,2.34443096556165,12510
"{1_resp=ahora} => {adherencia=baja}",0.110394056981594,0.55198173894999,0.199995849847482,2.00637743111623,10640
"{adherencia=baja} => {1_resp=ahora}",0.110394056981594,0.401267159450898,0.275113610425183,2.00637743111623,10640
"{1_resp=ahora} => {difusion=muy_baja}",0.107042808823224,0.535225150446151,0.199995849847482,1.79305076295797,10317
"{difusion=muy_baja} => {1_resp=ahora}",0.107042808823224,0.358602711157456,0.298499719864705,1.79305076295797,10317
"{retweet_verified=Verificados} => {RT_popular=muy muchos}",0.161700317486668,0.720860314523589,0.224315743603577,2.845941049212,15585
"{RT_popular=muy muchos} => {retweet_verified=Verificados}",0.161700317486668,0.638389382705935,0.253294183561246,2.845941049212,15585
"{difusion=baja} => {adherencia=intermedia}",0.14638625469486,0.603283875657416,0.242649042352306,2.16428595636169,14109
"{adherencia=intermedia} => {difusion=baja}",0.14638625469486,0.525161914687709,0.278744993878525,2.16428595636169,14109
"{RT_popular=muy muchos} => {difusion=alta}",0.104417837355523,0.412239380657846,0.253294183561246,1.58334486277853,10064
"{difusion=alta} => {RT_popular=muy muchos}",0.104417837355523,0.401052044313382,0.26035981822332,1.58334486277853,10064
"{adherencia=baja} => {RT_popular=pocos}",0.12820858666556,0.466020515914919,0.275113610425183,1.61748674294759,12357
"{RT_popular=pocos} => {adherencia=baja}",0.12820858666556,0.444992617667183,0.288113963188147,1.61748674294759,12357
"{adherencia=baja} => {difusion=muy_baja}",0.219594945114233,0.798197314828783,0.275113610425183,2.674030364888,21165
"{difusion=muy_baja} => {adherencia=baja}",0.219594945114233,0.735662148070907,0.298499719864705,2.674030364888,21165
"{RT_popular=pocos} => {difusion=muy_baja}",0.134361187773651,0.466347365767583,0.288113963188147,1.56230419907581,12950
"{difusion=muy_baja} => {RT_popular=pocos}",0.134361187773651,0.450121654501217,0.298499719864705,1.56230419907581,12950
"{RT_popular=pocos} => {retweet_source=Twitter for Android}",0.141146687140752,0.489898808023335,0.288113963188147,1.48286624316642,13604
"{retweet_source=Twitter for Android} => {RT_popular=pocos}",0.141146687140752,0.427234470196596,0.330372891203752,1.48286624316642,13604
"{adherencia=muy_alta,retweet_es_finde=Finde} => {difusion=alta}",0.108744371355647,0.954901603498542,0.113880185096802,3.66762279223705,10481
"{difusion=alta,retweet_es_finde=Finde} => {adherencia=muy_alta}",0.108744371355647,0.626779093409879,0.173497126019381,3.7454412909065,10481
"{adherencia=muy_alta,retweet_verified=Sin verificar} => {difusion=alta}",0.108329356103837,0.942413575232422,0.114948849370214,3.61965829313985,10441
"{difusion=alta,retweet_verified=Sin verificar} => {adherencia=muy_alta}",0.108329356103837,0.608485342968704,0.178031167645411,3.6361234004594,10441
"{retweet_es_finde=Finde,retweet_verified=Sin verificar} => {1_resp=desde el pasado}",0.127129547010853,0.270886299825349,0.469309622128613,1.3543190865114,12253
"{difusion=baja,retweet_verified=Sin verificar} => {adherencia=intermedia}",0.113983938909755,0.597714907508161,0.190699508206927,2.1443072364867,10986
"{adherencia=intermedia,retweet_verified=Sin verificar} => {difusion=baja}",0.113983938909755,0.522173107086839,0.21828764707103,2.1519685469382,10986
"{adherencia=baja,RT_popular=pocos} => {difusion=muy_baja}",0.105268618621734,0.821073075989318,0.12820858666556,2.75066615258959,10146
"{adherencia=baja,difusion=muy_baja} => {RT_popular=pocos}",0.105268618621734,0.479376328844791,0.219594945114233,1.66384275007089,10146
"{difusion=muy_baja,RT_popular=pocos} => {adherencia=baja}",0.105268618621734,0.783474903474903,0.134361187773651,2.84782313119317,10146
"{adherencia=baja,retweet_verified=Sin verificar} => {RT_popular=pocos}",0.128073706708722,0.528515156704915,0.242327405532153,1.83439619120361,12344
"{retweet_verified=Sin verificar,RT_popular=pocos} => {adherencia=baja}",0.128073706708722,0.445631768953069,0.287398061878774,1.61980996964982,12344
"{adherencia=baja,polaridad=Neutro} => {difusion=muy_baja}",0.115270486190367,0.79328811138879,0.145307215040153,2.65758410677353,11110
"{difusion=muy_baja,polaridad=Neutro} => {adherencia=baja}",0.115270486190367,0.734885566873925,0.15685501442178,2.67120759942837,11110
"{adherencia=baja,retweet_es_finde=Finde} => {difusion=muy_baja}",0.123363283600672,0.791295088513244,0.155900479342616,2.65090730695459,11890
"{difusion=muy_baja,retweet_es_finde=Finde} => {adherencia=baja}",0.123363283600672,0.736953018470311,0.167396401817767,2.67872250061116,11890
"{adherencia=baja,retweet_verified=Sin verificar} => {difusion=muy_baja}",0.195617438940881,0.80724439116287,0.242327405532153,2.70433885676259,18854
"{difusion=muy_baja,retweet_verified=Sin verificar} => {adherencia=baja}",0.195617438940881,0.746190683500218,0.2621547591874,2.71230013792118,18854
"{retweet_verified=Sin verificar,RT_popular=pocos} => {difusion=muy_baja}",0.134153680147745,0.466787003610108,0.287398061878774,1.56377702405108,12930
"{difusion=muy_baja,retweet_verified=Sin verificar} => {RT_popular=pocos}",0.134153680147745,0.511734673685044,0.2621547591874,1.7761536720484,12930
