"rules","support","confidence","coverage","lift","count"
"{n_char=largo} => {fecha_inicio_T_momento=Mañana}",0.0701375775559752,0.161649011214998,0.433888070386587,1.03508204882567,6760
"{n_char=largo} => {adherencia=muy_alta}",0.0761552987072275,0.17551830507664,0.433888070386587,1.04884402504165,7340
"{n_char=largo} => {difusion=intermedia}",0.0949969911394244,0.218943542408953,0.433888070386587,1.10274960830161,9156
"{n_char=largo} => {1_resp=tranqui}",0.0896432943910689,0.206604653387216,0.433888070386587,1.03304470340147,8640
"{n_char=largo} => {1_resp=desde el pasado}",0.0959930277437696,0.221239149668811,0.433888070386587,1.10610393834315,9252
"{n_char=largo} => {1_resp=hace un ratín}",0.0923512689091324,0.212845835624955,0.433888070386587,1.06414085118811,8901
"{n_char=largo} => {RT_popular=muchos}",0.0945300989811376,0.217867476505894,0.433888070386587,1.08569893596976,9111
"{n_char=largo} => {retweet_source=Twitter Web App}",0.123778298852483,0.285277027188598,0.433888070386587,1.19691670009105,11930
"{n_char=largo} => {polaridad=Negativo}",0.118860368118528,0.27394246634305,0.433888070386587,1.11105549533226,11456
"{n_char=largo} => {polaridad=Positivo}",0.124525326305742,0.286998732633492,0.433888070386587,1.14185807424897,12002
"{n_char=largo} => {RT_popular=amigos medios}",0.119493266377539,0.275401133456085,0.433888070386587,1.06755598635635,11517
"{n_char=largo} => {difusion=alta}",0.129671515428192,0.298859370142758,0.433888070386587,1.1478705592213,12498
"{n_char=largo} => {adherencia=intermedia}",0.124940341557552,0.287955235658433,0.433888070386587,1.03304181952025,12042
"{n_char=largo} => {adherencia=alta}",0.130760930464195,0.301370190583228,0.433888070386587,1.08076580252986,12603
"{n_char=largo} => {retweet_source=Twitter for Android}",0.14835757714096,0.341925918840718,0.433888070386587,1.03496965987394,14299
"{n_char=largo} => {fecha_inicio_T_momento=Tarde}",0.178871573530327,0.412252803749492,0.433888070386587,1.06487684536176,17240
"{n_char=largo} => {retweet_es_finde=Finde}",0.27895250150443,0.64291350821397,0.433888070386587,1.05424383259913,26886
"{fecha_inicio_T_momento=Mañana,n_char=largo} => {retweet_source=Twitter Web App}",0.0222551928783383,0.317307692307692,0.0701375775559752,1.33130550235069,2145
"{n_char=largo,retweet_source=Twitter Web App} => {fecha_inicio_T_momento=Mañana}",0.0222551928783383,0.179798826487846,0.123778298852483,1.15130019230345,2145
"{fecha_inicio_T_momento=Mañana,n_char=largo} => {RT_popular=amigos medios}",0.0212487808926978,0.302958579881657,0.0701375775559752,1.17437877437877,2048
"{n_char=largo,RT_popular=amigos medios} => {fecha_inicio_T_momento=Mañana}",0.0212487808926978,0.177824086133542,0.119493266377539,1.13865539926409,2048
"{fecha_inicio_T_momento=Mañana,n_char=largo} => {adherencia=intermedia}",0.0209997717416115,0.299408284023669,0.0701375775559752,1.07412972644864,2024
"{adherencia=intermedia,n_char=largo} => {fecha_inicio_T_momento=Mañana}",0.0209997717416115,0.168078392293639,0.124940341557552,1.07625110324512,2024
"{fecha_inicio_T_momento=Mañana,n_char=largo} => {adherencia=alta}",0.0203668734826005,0.290384615384615,0.0701375775559752,1.04136962345587,1963
"{n_char=largo,RT_popular=pocos} => {fecha_inicio_T_momento=Mañana}",0.0204291257703721,0.1642749874854,0.124359320205018,1.05189688040246,1969
"{n_char=largo,retweet_es_finde=Laborable} => {fecha_inicio_T_momento=Mañana}",0.0257724471374323,0.16634299872765,0.154935568882156,1.0651389119963,2484
"{n_char=largo,polaridad=Neutro} => {fecha_inicio_T_momento=Mañana}",0.0307111286339773,0.161211263003104,0.190502375962317,1.03227902941571,2960
"{fecha_inicio_T_momento=Mañana,n_char=largo} => {retweet_es_finde=Finde}",0.0443651304185429,0.632544378698225,0.0701375775559752,1.03724062656638,4276
"{adherencia=muy_alta,n_char=largo} => {1_resp=desde el pasado}",0.0282832894108858,0.371389645776567,0.0761552987072275,1.85679410930787,2726
"{1_resp=desde el pasado,n_char=largo} => {adherencia=muy_alta}",0.0282832894108858,0.294638996973627,0.0959930277437696,1.76067306133748,2726
"{adherencia=muy_alta,n_char=largo} => {1_resp=hace un ratín}",0.0205225042020294,0.269482288828338,0.0761552987072275,1.34729961416396,1978
"{1_resp=hace un ratín,n_char=largo} => {adherencia=muy_alta}",0.0205225042020294,0.222222222222222,0.0923512689091324,1.32793243364265,1978
"{adherencia=muy_alta,n_char=largo} => {RT_popular=muchos}",0.021611919238032,0.283787465940054,0.0761552987072275,1.414198001253,2083
"{n_char=largo,RT_popular=muchos} => {adherencia=muy_alta}",0.021611919238032,0.228624739326089,0.0945300989811376,1.36619192917894,2083
"{adherencia=muy_alta,n_char=largo} => {retweet_source=Twitter for iPhone}",0.0249424166338113,0.327520435967302,0.0761552987072275,1.48097934128081,2404
"{n_char=largo,retweet_source=Twitter for iPhone} => {adherencia=muy_alta}",0.0249424166338113,0.270416197975253,0.0922371397148845,1.61592497943151,2404
"{adherencia=muy_alta,n_char=largo} => {retweet_verified=Verificados}",0.0268929883173207,0.353133514986376,0.0761552987072275,1.57426986315527,2592
"{n_char=largo,retweet_verified=Verificados} => {adherencia=muy_alta}",0.0268929883173207,0.295317306596787,0.0910647216285198,1.76472643340638,2592
"{adherencia=muy_alta,n_char=largo} => {retweet_source=Twitter Web App}",0.0201489904754,0.264577656675749,0.0761552987072275,1.11006981132344,1942
"{adherencia=muy_alta,n_char=largo} => {polaridad=Negativo}",0.0242057645618476,0.317847411444142,0.0761552987072275,1.28912511403001,2333
