"rules","support","confidence","coverage","lift","count","imbalance","kulczynski"
"{1_resp=Hace rato,retweet_es_finde=Finde,RT_popular=muchos} => {difusion=alta}",0.011495922475151,0.438117833135627,0.0262393392957191,1.68273981801538,1108,0.851027720158401,0.241135907083474
"{1_resp=Hace rato,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.011495922475151,0.389866291344124,0.0294868336411363,1.49741344115443,1108,0.829431936782466,0.217010136187723
"{1_resp=Hace rato,retweet_es_finde=Finde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0132493619140503,0.438680865681896,0.0302027349505094,1.68490233506625,1277,0.829953606704579,0.244784762162698
"{1_resp=Hace rato,retweet_source=Twitter for iPhone,retweet_verified=Sin verificar} => {difusion=alta}",0.0131041065759167,0.328820619630305,0.0398518395551036,1.26294687818634,1263,0.768032668401272,0.189575687993203
"{1_resp=Hace rato,retweet_verified=Verificados,RT_popular=muy muchos} => {difusion=alta}",0.0148679213961113,0.538721804511278,0.0275985142453985,2.0691434192399,1433,0.85232323999848,0.297913544321472
"{1_resp=Hace rato,retweet_es_finde=Finde,retweet_verified=Verificados} => {difusion=alta}",0.0145151584320724,0.545844713226687,0.026592102259758,2.09650136089163,1399,0.858062304821388,0.30079754590162
"{1_resp=Hace rato,retweet_es_finde=Finde,retweet_source=Twitter Web App} => {difusion=alta}",0.0112884148492457,0.355555555555556,0.0317486667635036,1.36563144797783,1088,0.814084090741151,0.199456266659582
"{1_resp=Hace rato,retweet_source=Twitter Web App,retweet_verified=Sin verificar} => {difusion=alta}",0.0106555165902347,0.28559510567297,0.0373098711377643,1.09692466226876,1027,0.777139138922026,0.163260611735026
"{1_resp=Hace rato,n_char=largo,polaridad=Negativo} => {difusion=alta}",0.0100018675686331,0.392029280195201,0.0255130626050507,1.50572113189503,964,0.851291887622701,0.215222418849494
"{1_resp=Hace rato,polaridad=Negativo,retweet_es_finde=Finde} => {difusion=alta}",0.0134568695399556,0.40417575568713,0.0332945985764977,1.55237378196529,1297,0.810375472117307,0.227930708799172
"{1_resp=Hace rato,polaridad=Negativo,retweet_verified=Sin verificar} => {difusion=alta}",0.0123778298852483,0.306999485331961,0.0403187317133905,1.17913542660656,1193,0.763234606110771,0.177270365125533
"{1_resp=Hace rato,n_char=medio,retweet_es_finde=Finde} => {difusion=alta}",0.0110912826046357,0.372084928646015,0.0298084704612895,1.4291180996557,1069,0.826120901182244,0.207342376652648
"{1_resp=Hace rato,polaridad=Positivo,retweet_es_finde=Finde} => {difusion=alta}",0.0122948268348862,0.385365853658537,0.0319042974829325,1.48012798706133,1185,0.816002075303884,0.216294148635278
"{1_resp=Hace rato,polaridad=Positivo,retweet_verified=Sin verificar} => {difusion=alta}",0.011340291755722,0.295166081555496,0.0384200369363574,1.13368523441786,1093,0.772126768697661,0.169361155068016
"{1_resp=Hace rato,n_char=largo,RT_popular=muy muchos} => {difusion=alta}",0.0105828889211679,0.57757644394111,0.0183229233674338,2.21837781222332,1020,0.902786377708979,0.309111805297247
"{1_resp=Hace rato,fecha_inicio_T_momento=Noche,RT_popular=muy muchos} => {difusion=alta}",0.0106866427341205,0.519939424533064,0.0205536303459152,1.99700333208519,1030,0.887425609521981,0.280492546410152
"{1_resp=Hace rato,polaridad=Neutro,RT_popular=muy muchos} => {difusion=alta}",0.011143159511112,0.515850144092219,0.0216015438567367,1.98129706654564,1074,0.881618266799479,0.279324609784214
"{1_resp=Hace rato,retweet_es_finde=Finde,RT_popular=muy muchos} => {difusion=alta}",0.0173268867630885,0.584324702589223,0.0296528397418605,2.24429678349225,1670,0.846054333764554,0.325437237721646
"{1_resp=Hace rato,retweet_es_finde=Finde,RT_popular=amigos medios} => {difusion=alta}",0.0105621381585773,0.300383593980525,0.035162167209645,1.1537248567399,1018,0.790278536318951,0.170475530153569
"{1_resp=Hace rato,n_char=corto,retweet_es_finde=Finde} => {difusion=alta}",0.0109875287916831,0.310557184750733,0.0353800502168455,1.19279997531861,1059,0.790089269447987,0.176379253888079
"{1_resp=Hace rato,n_char=largo,retweet_source=Twitter for Android} => {difusion=alta}",0.0101989998132431,0.322083879423329,0.0316656637131415,1.23707214738899,983,0.811471486949159,0.180628295015721
"{1_resp=Hace rato,retweet_es_finde=Finde,retweet_source=Twitter for Android} => {difusion=alta}",0.0133738664895935,0.320646766169154,0.0417090328069557,1.23155242754903,1289,0.757376460017969,0.186006813386641
"{1_resp=Hace rato,fecha_inicio_T_momento=Tarde,n_char=largo} => {difusion=alta}",0.0137370048349277,0.388042203985932,0.035400800979436,1.4904074162976,1324,0.797660216319623,0.220401910154279
"{1_resp=Hace rato,fecha_inicio_T_momento=Tarde,polaridad=Neutro} => {difusion=alta}",0.0115893009068083,0.330180313331363,0.0350999149218734,1.2681692420301,1117,0.793530701754386,0.187346472916578
"{1_resp=Hace rato,fecha_inicio_T_momento=Tarde,retweet_es_finde=Finde} => {difusion=alta}",0.0191944553962358,0.386867419489753,0.0496150733539458,1.48589525883723,1850,0.724755584100478,0.230295110876621
"{1_resp=Hace rato,fecha_inicio_T_momento=Tarde,retweet_verified=Sin verificar} => {difusion=alta}",0.0182191695544811,0.313459478757587,0.0581228860160611,1.2039472177259,1756,0.673531444367657,0.191718182831411
"{1_resp=Hace rato,fecha_inicio_T_momento=Noche,n_char=largo} => {difusion=alta}",0.0124297067917246,0.341213329535745,0.036427963727667,1.3105452748591,1198,0.787499543912139,0.194476912635889
"{1_resp=Hace rato,n_char=largo,polaridad=Neutro} => {difusion=alta}",0.0125853375111535,0.330788110171803,0.038046523209728,1.2705036915031,1213,0.777806011325686,0.18956317917931
"{1_resp=Hace rato,n_char=largo,retweet_es_finde=Finde} => {difusion=alta}",0.0235313647776556,0.39231966787753,0.0599800792679131,1.50683646406998,2268,0.675114482469326,0.241349919218115
"{1_resp=Hace rato,n_char=largo,retweet_verified=Sin verificar} => {difusion=alta}",0.0222344421157478,0.313579163008487,0.0709053557718246,1.20440690559831,2143,0.613060265234178,0.199489031571989
"{1_resp=Hace rato,fecha_inicio_T_momento=Noche,polaridad=Neutro} => {difusion=alta}",0.0122118237845241,0.286444390362619,0.042632441742234,1.10018662755758,1177,0.748769000214087,0.166674016333776
"{1_resp=Hace rato,fecha_inicio_T_momento=Noche,retweet_es_finde=Finde} => {difusion=alta}",0.0182502956983669,0.352434381887397,0.0517835280446556,1.35364352415203,1759,0.709701334463038,0.211265409641395
"{1_resp=Hace rato,polaridad=Neutro,retweet_es_finde=Finde} => {difusion=alta}",0.0198481044178374,0.331083419868467,0.0599489531240273,1.27163792833994,1913,0.667011982457958,0.203658391212627
"{1_resp=Hace rato,retweet_es_finde=Finde,retweet_verified=Sin verificar} => {difusion=alta}",0.0310846423606068,0.315368421052632,0.0985661223049947,1.21127915668665,2996,0.493512247610608,0.217379755278049
"{1_resp=tranqui,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0109252765039115,0.339677419354839,0.0321636820153141,1.30464609198446,1053,0.810360708890608,0.190819820699975
"{n_char=largo,retweet_source=Twitter for iPhone,RT_popular=muchos} => {difusion=alta}",0.0111742856549978,0.471747700394218,0.0236869954970845,1.8119067051644,1077,0.867338403041825,0.257333163180292
"{fecha_inicio_T_momento=Noche,retweet_source=Twitter for iPhone,RT_popular=muchos} => {difusion=alta}",0.0106243904463489,0.429710449013848,0.0247245336266108,1.65044841383808,1024,0.858541564283824,0.235258508160387
"{polaridad=Neutro,retweet_source=Twitter for iPhone,RT_popular=muchos} => {difusion=alta}",0.010510261252101,0.400237060450415,0.0262600900583096,1.53724588986737,1013,0.84785059371712,0.220302637980049
"{retweet_es_finde=Finde,retweet_source=Twitter for iPhone,RT_popular=muchos} => {difusion=alta}",0.0143180261874624,0.443159922928709,0.0323089373534477,1.70210567034808,1380,0.819293275682123,0.249076574200467
"{retweet_source=Twitter for iPhone,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0161752194393144,0.411128691983122,0.0393434458716358,1.57907888701352,1559,0.779522084385406,0.236627548350691
"{retweet_es_finde=Finde,retweet_verified=Verificados,RT_popular=muchos} => {difusion=alta}",0.0109875287916831,0.351243781094527,0.0312817746052167,1.34907061885123,1059,0.816229205175601,0.196722552059976
"{1_resp=desde el pasado,n_char=largo,RT_popular=muchos} => {difusion=alta}",0.0121080699715715,0.49323753169907,0.0245481521445913,1.89444567546903,1167,0.864412581295402,0.269871336185073
"{1_resp=desde el pasado,fecha_inicio_T_momento=Noche,RT_popular=muchos} => {difusion=alta}",0.0111535348924073,0.500931966449208,0.0222655682596335,1.92399875628866,1075,0.877049493598318,0.271885446044401
"{1_resp=desde el pasado,polaridad=Neutro,RT_popular=muchos} => {difusion=alta}",0.0118383100578946,0.473051409618574,0.0250254196841734,1.81691404167759,1141,0.860307225488337,0.259260223020812
"{1_resp=desde el pasado,retweet_es_finde=Finde,RT_popular=muchos} => {difusion=alta}",0.0190180739142163,0.494603345925526,0.0384511630802432,1.89969154726206,1833,0.793117513998591,0.28382434770573
"{1_resp=desde el pasado,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0192152061588263,0.49465811965812,0.0388454275694632,1.89990192432011,1852,0.791150967168161,0.28423031112419
"{n_char=largo,retweet_source=Twitter Web App,RT_popular=muchos} => {difusion=alta}",0.0103338797700816,0.360477741585233,0.0286671785188106,1.38453676932605,996,0.831354007669111,0.20008425215868
"{retweet_es_finde=Finde,retweet_source=Twitter Web App,RT_popular=muchos} => {difusion=alta}",0.0117553070075325,0.325200918484501,0.0361478284326949,1.2490441908573,1133,0.787392967753689,0.185175576800232
"{retweet_source=Twitter Web App,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0124089560291341,0.308406395048994,0.0402357286630284,1.18453913953982,1196,0.763824884792627,0.178033595229128
"{n_char=largo,polaridad=Negativo,RT_popular=muchos} => {difusion=alta}",0.0104895104895105,0.429481733220051,0.0244236475690482,1.64956995342372,1011,0.860158111737338,0.234885124201482
"{polaridad=Negativo,retweet_es_finde=Finde,RT_popular=muchos} => {difusion=alta}",0.0120976945902762,0.398768809849521,0.0303376149073478,1.53160657650899,1166,0.825636824072695,0.222617050178606
"{polaridad=Negativo,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0134464941586603,0.369125605240672,0.036427963727667,1.41775181654206,1296,0.790325533706837,0.21038570849425
"{n_char=medio,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0109667780290926,0.296078431372549,0.0370401112240875,1.13718942267271,1057,0.779657333285036,0.169100027035601
"{n_char=largo,polaridad=Positivo,RT_popular=muchos} => {difusion=alta}",0.0105517627772821,0.384935654806964,0.0274117573820838,1.47847566277217,1017,0.840300909465175,0.212731635485095
"{polaridad=Positivo,retweet_es_finde=Finde,RT_popular=muchos} => {difusion=alta}",0.0121599468780478,0.372299872935197,0.0326617003174867,1.42994366594565,1172,0.81071296638345,0.209502132211601
"{polaridad=Positivo,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0134879956838414,0.342195314556462,0.0394160735407026,1.31431692068148,1300,0.771753705649984,0.197000263478917
"{n_char=corto,polaridad=Neutro,RT_popular=muchos} => {difusion=alta}",0.0103961320578531,0.298036882807852,0.0348820319146729,1.14471151824286,1002,0.791578640635244,0.168983373260147
"{n_char=corto,retweet_es_finde=Finde,RT_popular=muchos} => {difusion=alta}",0.010946027266502,0.323520392517633,0.0338341184038513,1.24258956211184,1055,0.79974358974359,0.182781157444757
"{n_char=corto,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0137473802162229,0.307710171853228,0.0446763918574008,1.18186505872152,1325,0.740445235975067,0.18025581916962
"{n_char=largo,retweet_source=Twitter for Android,RT_popular=muchos} => {difusion=alta}",0.0102405013384242,0.382706475378054,0.0267581083604822,1.46991374471537,987,0.843700816907742,0.211019293319855
"{fecha_inicio_T_momento=Noche,retweet_source=Twitter for Android,RT_popular=muchos} => {difusion=alta}",0.0101056213815858,0.37062404870624,0.0272665020439501,1.42350709581593,974,0.839913264543144,0.204719053921941
"{retweet_es_finde=Finde,retweet_source=Twitter for Android,RT_popular=muchos} => {difusion=alta}",0.014183146230624,0.414996964177292,0.034176505986595,1.59393629558204,1367,0.806779911920358,0.234736068762751
"{retweet_source=Twitter for Android,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0179494096408043,0.372123037212304,0.0482351476416758,1.42926446850228,1730,0.729839717274123,0.220531909934756
"{fecha_inicio_T_momento=Tarde,n_char=largo,RT_popular=muchos} => {difusion=alta}",0.0140067647486045,0.35395909805978,0.0395717042601316,1.35949971264835,1350,0.772189563829015,0.203878409315217
"{fecha_inicio_T_momento=Tarde,polaridad=Neutro,RT_popular=muchos} => {difusion=alta}",0.0116515531945799,0.283872598584429,0.0410450084040588,1.0903087908171,1123,0.756901922870341,0.164312166033268
"{fecha_inicio_T_momento=Tarde,retweet_es_finde=Finde,RT_popular=muchos} => {difusion=alta}",0.0181154157415285,0.317051025966951,0.0571372247930111,1.21774177033341,1746,0.678807832264772,0.193314705619165
"{fecha_inicio_T_momento=Tarde,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0195472183602747,0.318889641164523,0.0612977526924114,1.22480359427429,1884,0.658905144584106,0.196983674491562
"{n_char=largo,retweet_es_finde=Laborable,RT_popular=muchos} => {difusion=alta}",0.0106451412089394,0.337278106508876,0.0315619099001888,1.29543071895826,1026,0.813426779786057,0.189082187071287
"{fecha_inicio_T_momento=Noche,retweet_es_finde=Laborable,RT_popular=muchos} => {difusion=alta}",0.0106451412089394,0.292808219178082,0.0363553360586002,1.12462906594492,1026,0.783040765994487,0.16684724340589
"{retweet_es_finde=Laborable,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0164242285904007,0.291797235023042,0.0562864435267996,1.12074603913249,1583,0.679741498479403,0.177440021831278
"{fecha_inicio_T_momento=Noche,n_char=largo,RT_popular=muchos} => {difusion=alta}",0.0147537922018634,0.367062467733609,0.0401942271378473,1.40982763868258,1422,0.770347781892108,0.211864700034016
"{n_char=largo,polaridad=Neutro,RT_popular=muchos} => {difusion=alta}",0.0132597372953456,0.310571081409478,0.0426946940300056,1.1928533501398,1278,0.751100927285096,0.180749795108182
"{n_char=largo,retweet_es_finde=Finde,RT_popular=muchos} => {difusion=alta}",0.0236558693531987,0.375679683638161,0.0629681890809487,1.44292497283866,2280,0.65869196413115,0.233269028078744
"{n_char=largo,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0252121765474881,0.353351752217537,0.0713514971675209,1.35716699538657,2430,0.616668359229545,0.225093824622357
"{fecha_inicio_T_momento=Noche,polaridad=Neutro,RT_popular=muchos} => {difusion=alta}",0.0140378908924903,0.311106001379628,0.045122533253097,1.19490789132746,1353,0.738519045923816,0.182511636220219
"{fecha_inicio_T_momento=Noche,retweet_es_finde=Finde,RT_popular=muchos} => {difusion=alta}",0.0193293353530742,0.374096385542169,0.0516693988504078,1.43684378063781,1863,0.712984296905462,0.224168619964836
"{fecha_inicio_T_momento=Noche,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0235832416841319,0.338143409699494,0.0697433130667552,1.29875420872147,2273,0.621873201773686,0.214361415537561
"{polaridad=Neutro,retweet_es_finde=Finde,RT_popular=muchos} => {difusion=alta}",0.0202112427631715,0.310834530078187,0.0650225145774107,1.19386521391551,1948,0.640091116173121,0.194231324176736
"{polaridad=Neutro,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0229710941877114,0.297540653138019,0.077203212218049,1.14280558024821,2214,0.582203753174368,0.192884457436946
"{retweet_es_finde=Finde,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0334813554398124,0.346058981233244,0.0967504305783237,1.32915664020174,3227,0.505546293921518,0.2373277292394
"{1_resp=tranqui,retweet_source=Twitter for iPhone,retweet_verified=Sin verificar} => {difusion=alta}",0.0104791351082152,0.275354416575791,0.0380568985910232,1.05759182985606,1010,0.77205246468723,0.157801540797659
"{1_resp=tranqui,retweet_verified=Verificados,RT_popular=muy muchos} => {difusion=alta}",0.0158120810939802,0.448763250883392,0.0352347948787118,1.72362714779003,1524,0.804642883631239,0.254747449941577
"{1_resp=tranqui,fecha_inicio_T_momento=Noche,retweet_verified=Verificados} => {difusion=alta}",0.0103961320578531,0.457325422181652,0.0227324604179204,1.75651306450594,1002,0.871399764106076,0.248627642947047
"{1_resp=tranqui,retweet_es_finde=Finde,retweet_verified=Verificados} => {difusion=alta}",0.0109356518852068,0.424144869215292,0.0257828225187276,1.6290719209655,1054,0.852365692742696,0.233073470711894
"{1_resp=tranqui,polaridad=Negativo,retweet_verified=Sin verificar} => {difusion=alta}",0.0106762673528252,0.271217712177122,0.0393641966342263,1.04170341655596,1029,0.764564413654474,0.156111765150488
"{1_resp=tranqui,retweet_es_finde=Laborable,RT_popular=muy muchos} => {difusion=alta}",0.0118383100578946,0.456582633053221,0.0259280778568612,1.75366013146312,1141,0.854188719189475,0.251025834738135
"{1_resp=tranqui,n_char=largo,RT_popular=muy muchos} => {difusion=alta}",0.0103753812952626,0.509424350483953,0.0203668734826005,1.95661663139971,1000,0.887707717695821,0.274637256934812
"{1_resp=tranqui,fecha_inicio_T_momento=Noche,RT_popular=muy muchos} => {difusion=alta}",0.0128758481874209,0.474933027171833,0.0271108713245212,1.82414103071952,1241,0.849429456661377,0.262193539966725
"{1_resp=tranqui,polaridad=Neutro,RT_popular=muy muchos} => {difusion=alta}",0.0106970181154157,0.409614620580056,0.026114834720176,1.57326358335646,1031,0.849398043641836,0.225350069515341
"{1_resp=tranqui,retweet_es_finde=Finde,RT_popular=muy muchos} => {difusion=alta}",0.0122325745471146,0.448800913589646,0.0272561266626549,1.72377180416025,1179,0.846469746062844,0.247892128110675
"{1_resp=tranqui,fecha_inicio_T_momento=Tarde,n_char=largo} => {difusion=alta}",0.0105828889211679,0.303300624442462,0.0348924072959681,1.16492869949045,1020,0.792032656631556,0.171973895547923
"{1_resp=tranqui,n_char=largo,retweet_es_finde=Laborable} => {difusion=alta}",0.0142972754248719,0.345103931880791,0.0414288975119836,1.32548844992964,1378,0.761521527301599,0.200008728513122
"{1_resp=tranqui,fecha_inicio_T_momento=Noche,retweet_es_finde=Laborable} => {difusion=alta}",0.0163931024465149,0.284941388638413,0.0575314892822311,1.09441384074869,1580,0.672734780962869,0.173952323393886
"{1_resp=tranqui,fecha_inicio_T_momento=Noche,n_char=largo} => {difusion=alta}",0.0147537922018634,0.351371386212009,0.0419891681019277,1.34956072949254,1422,0.759298675998413,0.204019159273216
"{1_resp=tranqui,n_char=largo,polaridad=Neutro} => {difusion=alta}",0.0121910730219336,0.304010349288486,0.04010084870619,1.16765463796616,1175,0.764072847682119,0.175417145633324
"{1_resp=tranqui,n_char=largo,retweet_es_finde=Finde} => {difusion=alta}",0.0155526965615986,0.314915966386555,0.04938681496545,1.20954135140946,1499,0.717122200670076,0.187325680650837
"{1_resp=tranqui,n_char=largo,retweet_verified=Sin verificar} => {difusion=alta}",0.0207196364466394,0.289126972636456,0.0716627586063788,1.11048999269335,1997,0.606152512998267,0.184353874458819
"{1_resp=tranqui,fecha_inicio_T_momento=Noche,polaridad=Neutro} => {difusion=alta}",0.0136021248780893,0.273580968280467,0.0497188271668984,1.05078030145884,1311,0.710481189851269,0.16291226623954
"{1_resp=tranqui,fecha_inicio_T_momento=Noche,retweet_es_finde=Finde} => {difusion=alta}",0.0139445124608329,0.31961950059453,0.0436284783465792,1.22760686643429,1344,0.747236630298694,0.186589060092435
"{retweet_source=Twitter for iPhone,retweet_verified=Verificados,RT_popular=muy muchos} => {difusion=alta}",0.0128239712809446,0.705479452054795,0.0181776680293001,2.70963260332929,1236,0.911440843420539,0.377367126999741
"{n_char=largo,retweet_source=Twitter for iPhone,retweet_verified=Verificados} => {difusion=alta}",0.0116826793384657,0.633295838020247,0.0184474279429769,2.4323870032704,1126,0.905616406432067,0.339083560996256
"{retweet_es_finde=Finde,retweet_source=Twitter for iPhone,retweet_verified=Verificados} => {difusion=alta}",0.0141001431802619,0.614654002713704,0.0229399680438256,2.36078672549423,1359,0.881947120943498,0.334405187377415
"{1_resp=desde el pasado,retweet_source=Twitter for iPhone,RT_popular=muy muchos} => {difusion=alta}",0.011101657985931,0.818042813455658,0.0135709987342035,3.14197028957054,1070,0.938970472130112,0.430341244139162
"{1_resp=desde el pasado,fecha_inicio_T_momento=Tarde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0102820028636052,0.49426433915212,0.0208026394970015,1.89838947701282,991,0.884364945610541,0.266877925533659
"{1_resp=desde el pasado,n_char=largo,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0135191218277272,0.535552815454172,0.0252433026913739,2.05697184422985,1303,0.864132092739475,0.29373878917285
"{1_resp=desde el pasado,fecha_inicio_T_momento=Noche,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0151480566910834,0.511921458625526,0.0295905874540889,1.96620762035727,1460,0.839764403835989,0.285051348584302
"{1_resp=desde el pasado,polaridad=Neutro,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0150858044033118,0.493383101459111,0.0305762486771389,1.89500478540018,1454,0.833001090758641,0.275662619510938
"{1_resp=desde el pasado,retweet_es_finde=Finde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0225353281733104,0.502661420967369,0.0448320225768297,1.9306413116951,2172,0.762507800168851,0.294607987920522
"{1_resp=desde el pasado,retweet_source=Twitter for iPhone,retweet_verified=Sin verificar} => {difusion=alta}",0.0220891867776141,0.45462310484732,0.0485879106057148,1.74613390019106,2129,0.738245081018518,0.269732051347706
"{n_char=largo,polaridad=Negativo,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0114025440434936,0.442075623491553,0.0257931979000228,1.69794105138132,1099,0.85374419395038,0.242935476526202
"{polaridad=Negativo,retweet_es_finde=Finde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0130107281442593,0.403215434083601,0.0322674358282667,1.54868534182855,1254,0.815732838589981,0.226593769484616
"{polaridad=Negativo,retweet_source=Twitter for iPhone,retweet_verified=Sin verificar} => {difusion=alta}",0.013788881741404,0.307638888888889,0.0448216471955344,1.18159127237144,1329,0.739683104860246,0.180299878014222
"{n_char=medio,retweet_es_finde=Finde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0100744952377,0.352066715010877,0.0286153016123343,1.35223137507685,971,0.830921468695361,0.195380611829181
"{n_char=medio,retweet_source=Twitter for iPhone,retweet_verified=Sin verificar} => {difusion=alta}",0.0110290303168641,0.278199424234494,0.0396443319291984,1.06851904465486,1063,0.763787160706592,0.16028007395673
"{n_char=largo,polaridad=Positivo,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0104895104895105,0.401190476190476,0.0261459608640618,1.54090780569819,1011,0.848550915310303,0.220739495686694
"{polaridad=Positivo,retweet_es_finde=Finde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0122948268348862,0.386497064579256,0.0318109190512751,1.48447278545779,1185,0.81660797034291,0.216859754095638
"{polaridad=Positivo,retweet_source=Twitter for iPhone,retweet_verified=Sin verificar} => {difusion=alta}",0.0121599468780478,0.286622646123747,0.0424249341163288,1.1008712791384,1172,0.749883974153011,0.166663518805876
"{fecha_inicio_T_momento=Tarde,retweet_source=Twitter for iPhone,RT_popular=muy muchos} => {difusion=alta}",0.0100226183312237,0.665289256198347,0.0150650536407213,2.5552685538738,966,0.924237685691947,0.351892257014452
"{n_char=largo,retweet_source=Twitter for iPhone,RT_popular=muy muchos} => {difusion=alta}",0.0125127098420867,0.694700460829493,0.0180116619285759,2.66823223940656,1206,0.911567280674368,0.371379878936305
"{fecha_inicio_T_momento=Noche,retweet_source=Twitter for iPhone,RT_popular=muy muchos} => {difusion=alta}",0.0135813741154987,0.685340314136126,0.0198169782739516,2.63228142811302,1309,0.902276707530648,0.368752089003984
"{polaridad=Neutro,retweet_source=Twitter for iPhone,RT_popular=muy muchos} => {difusion=alta}",0.0132389865327551,0.650356778797146,0.0203564981013052,2.49791532055577,1276,0.897284716834756,0.35060279363863
"{retweet_es_finde=Finde,retweet_source=Twitter for iPhone,RT_popular=muy muchos} => {difusion=alta}",0.0183955510365006,0.708916433426629,0.0259488286194518,2.72283349352536,1773,0.874951591666021,0.389785386554711
"{retweet_source=Twitter for iPhone,retweet_verified=Sin verificar,RT_popular=muy muchos} => {difusion=alta}",0.0141727708493287,0.653901388224031,0.0216741715258036,2.5115295927237,1366,0.891079521245691,0.354168355704428
"{retweet_es_finde=Finde,retweet_source=Twitter for iPhone,RT_popular=amigos medios} => {difusion=alta}",0.0114855470938557,0.277027027027027,0.0414600236558694,1.06401605638475,1107,0.753957760068613,0.160570578947482
"{fecha_inicio_T_momento=Noche,n_char=corto,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0122118237845241,0.278711816244376,0.043815235209894,1.07048705958657,1177,0.741684434968017,0.162807729274655
"{n_char=corto,polaridad=Neutro,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0146500383889108,0.279992068213365,0.0523230478720093,1.07540430057147,1412,0.698033072236728,0.168130249456965
"{n_char=corto,retweet_es_finde=Finde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0148056691083397,0.321541234790446,0.0460459421883754,1.23498793701972,1427,0.734958192492439,0.189203708970899
"{fecha_inicio_T_momento=Tarde,n_char=largo,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0140690170363761,0.382402707275804,0.0367911020730012,1.46874702050915,1356,0.789766896349509,0.218219764413386
"{fecha_inicio_T_momento=Tarde,polaridad=Neutro,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0132182357701646,0.312714776632302,0.0422693033968998,1.20108693717122,1274,0.753567075356708,0.181741942392823
"{fecha_inicio_T_momento=Tarde,retweet_es_finde=Finde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0186860617127679,0.337455499344201,0.0553734099728165,1.29611205618047,1801,0.690080335312609,0.204612821800896
"{fecha_inicio_T_momento=Tarde,retweet_source=Twitter for iPhone,retweet_verified=Sin verificar} => {difusion=alta}",0.0193500861156648,0.285081014980128,0.0678757444336079,1.09495012297022,1865,0.623156763293138,0.179700784847201
"{n_char=largo,retweet_es_finde=Laborable,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0117034301010562,0.352059925093633,0.0332427216700214,1.35220529610164,1128,0.805668016194332,0.198505454696334
"{fecha_inicio_T_momento=Noche,retweet_es_finde=Laborable,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0129692266190783,0.270914607715648,0.0478720092963416,1.04053924128675,1250,0.719657038442617,0.160363655973868
"{fecha_inicio_T_momento=Noche,n_char=largo,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0169844991803449,0.404397233201581,0.041999543483223,1.55322444131804,1637,0.765169969096528,0.234815975331961
"{n_char=largo,polaridad=Neutro,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0142972754248719,0.354788877445932,0.0402979809507999,1.36268676121757,1378,0.768478260869565,0.204851201295693
"{n_char=largo,retweet_es_finde=Finde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0244858998568197,0.415054519873373,0.0589944180448631,1.59415735771242,2360,0.682899366643209,0.254550452731777
"{n_char=largo,retweet_source=Twitter for iPhone,retweet_verified=Sin verificar} => {difusion=alta}",0.0245066506194103,0.332114735658043,0.0737897117719076,1.275599045676,2362,0.602533172496984,0.213120410787497
"{fecha_inicio_T_momento=Noche,polaridad=Neutro,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0182606710796622,0.321285140562249,0.0568363387354485,1.23400432046189,1760,0.680827433014022,0.195710714060514
