"rules","support","confidence","coverage","lift","count"
"{1_resp=desde el pasado,difusion=alta,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0264572223029196,0.801634706067274,0.0330040879002303,4.79032526754145,2550
"{1_resp=desde el pasado,adherencia=muy_alta,RT_popular=muy muchos} => {retweet_es_finde=Finde}",0.0212695316552883,0.776515151515151,0.0273910066194933,1.27332261485502,2050
"{adherencia=muy_alta,retweet_es_finde=Finde,RT_popular=muy muchos} => {1_resp=desde el pasado}",0.0212695316552883,0.427350427350427,0.0497707040733747,2.13657479452686,2050
"{1_resp=desde el pasado,retweet_es_finde=Finde,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0212695316552883,0.548715203426124,0.0387624245191011,3.27895521958068,2050
"{adherencia=muy_alta,retweet_source=Twitter for iPhone,RT_popular=muy muchos} => {difusion=alta}",0.0222966944035193,0.95980348369808,0.023230478720093,3.68645012217216,2149
"{adherencia=muy_alta,difusion=alta,RT_popular=muy muchos} => {retweet_source=Twitter for iPhone}",0.0222966944035193,0.317993489197988,0.0701168267933846,1.4379004680216,2149
"{difusion=alta,retweet_source=Twitter for iPhone,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0222966944035193,0.825903151421983,0.0269967421302733,4.93534611819416,2149
"{adherencia=muy_alta,retweet_verified=Verificados,RT_popular=muy muchos} => {difusion=alta}",0.0386586707061485,0.971577574967405,0.0397895872673321,3.73167250460303,3726
"{adherencia=muy_alta,difusion=alta,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0386586707061485,0.551346552234389,0.0701168267933847,2.45790394992853,3726
"{difusion=alta,retweet_verified=Verificados,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0386586707061485,0.623181133968891,0.0620344047643751,3.72394097924172,3726
"{adherencia=muy_alta,retweet_verified=Verificados,RT_popular=muy muchos} => {retweet_es_finde=Finde}",0.0272665020439501,0.685267275097784,0.0397895872673321,1.12369516151683,2628
"{adherencia=muy_alta,retweet_es_finde=Finde,RT_popular=muy muchos} => {retweet_verified=Verificados}",0.0272665020439501,0.547842401500938,0.0497707040733747,2.44228243947564,2628
"{retweet_es_finde=Finde,retweet_verified=Verificados,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0272665020439501,0.275616151022548,0.0989292606503289,1.64699831780366,2628
"{adherencia=muy_alta,n_char=corto,RT_popular=muy muchos} => {difusion=alta}",0.0208856425473636,0.945514325974636,0.0220891867776141,3.63156777580646,2013
"{difusion=alta,n_char=corto,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0208856425473636,0.732532751091703,0.0285115477993816,4.37739299496066,2013
"{adherencia=muy_alta,fecha_inicio_T_momento=Tarde,RT_popular=muy muchos} => {difusion=alta}",0.026311966964786,0.96462533282617,0.0272768774252454,3.70497006569108,2536
