"rules","support","confidence","coverage","lift","count","imbalance"
"{polaridad=Neutro,RT_popular=muchos} => {difusion=alta}",0.0301508580440331,0.295295193577888,0.102104127326679,1.13418113283749,2906,0.476224671391551
"{retweet_es_finde=Finde,RT_popular=muchos} => {difusion=alta}",0.0444688842314955,0.347353918469892,0.128021829802245,1.33413028492728,4286,0.384801037801309
"{retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0499055840302131,0.326101694915254,0.153036874105123,1.25250392760509,4810,0.295256036992636
"{retweet_source=Twitter for iPhone,retweet_verified=Verificados} => {difusion=alta}",0.0204913780581436,0.599757060431218,0.0341661306052998,2.3035699768264,1975,0.825420263516583
"{retweet_source=Twitter for iPhone,RT_popular=muy muchos} => {difusion=alta}",0.0269967421302733,0.677427753189274,0.0398518395551037,2.60189055981065,2602,0.807086165647667
"{adherencia=alta,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0208960179286589,0.315179968701095,0.066298686476728,1.21055534164936,2014,0.634679334916864
"{n_char=corto,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0225249527920151,0.276243796920728,0.0815401215994688,1.06100779607929,2171,0.559905139367163
"{fecha_inicio_T_momento=Tarde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0272872528065406,0.333798705419469,0.081747629225374,1.28206690148001,2630,0.567346669742609
"{retweet_es_finde=Laborable,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0249112904899255,0.284647302904564,0.08751634122554,1.09328430495528,2401,0.53517733230532
"{n_char=largo,retweet_source=Twitter for iPhone} => {difusion=alta}",0.036189329957876,0.392350956130484,0.0922371397148845,1.50695663719488,3488,0.531348373557188
"{fecha_inicio_T_momento=Noche,retweet_source=Twitter for iPhone} => {difusion=alta}",0.036863729742068,0.339934940681209,0.108443485298085,1.30563518979582,3553,0.457662613696746
"{polaridad=Neutro,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0360648253823328,0.314086925092618,0.114824344794671,1.20635713773319,3476,0.429157105705981
"{retweet_es_finde=Finde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0493556888215642,0.369332298136646,0.133634911082982,1.41854569056373,4757,0.367703284462775
"{retweet_source=Twitter for iPhone,retweet_verified=Sin verificar} => {difusion=alta}",0.0537756012533461,0.287592941959827,0.186985121703223,1.104598028691,5183,0.186433975693987
"{polaridad=Negativo,retweet_verified=Verificados} => {difusion=alta}",0.0222655682596335,0.409229595728452,0.0544084995123571,1.5717847651032,2146,0.704100454029512
"{n_char=medio,retweet_verified=Verificados} => {difusion=alta}",0.0243302691373908,0.341637529137529,0.0712166172106825,1.31217455699902,2345,0.61560800999561
"{polaridad=Positivo,retweet_verified=Verificados} => {difusion=alta}",0.0234172355834077,0.401315789473684,0.0583511444045569,1.54138911377431,2257,0.684094023400443
"{retweet_verified=Verificados,RT_popular=muy muchos} => {difusion=alta}",0.0620344047643751,0.383638113570741,0.161700317486668,1.47349201650495,5979,0.274034582132565
"{adherencia=alta,retweet_verified=Verificados} => {difusion=alta}",0.0292689506339358,0.372065418095489,0.078666140980681,1.42904316278311,2821,0.586568414001005
"{fecha_inicio_T_momento=Tarde,retweet_verified=Verificados} => {difusion=alta}",0.0314581560872362,0.354744354744355,0.0886783839306095,1.36251575671357,3032,0.540592636152766
"{retweet_es_finde=Laborable,retweet_verified=Verificados} => {difusion=alta}",0.0275362619576269,0.328668730650155,0.0837812039592455,1.26236349715164,2654,0.557725708667868
"{n_char=largo,retweet_verified=Verificados} => {difusion=alta}",0.0398829656989894,0.437962857468383,0.0910647216285198,1.68214458151422,3844,0.543410930162853
"{fecha_inicio_T_momento=Noche,retweet_verified=Verificados} => {difusion=alta}",0.0373098711377643,0.385258195843154,0.0968438090099811,1.47971449078484,3596,0.511157239231967
"{polaridad=Neutro,retweet_verified=Verificados} => {difusion=alta}",0.0366562221161628,0.328528919471824,0.111576850449254,1.26182650500253,3533,0.443756769302182
"{retweet_es_finde=Finde,retweet_verified=Verificados} => {difusion=alta}",0.0548027640015771,0.389959394610557,0.140534539644332,1.49777103575973,5282,0.34622418083161
"{retweet_source=Twitter Web App,RT_popular=muy muchos} => {difusion=alta}",0.0219439314394804,0.415194346289753,0.0528521923180677,1.59469440838842,2115,0.712428311901115
"{adherencia=alta,retweet_source=Twitter Web App} => {difusion=alta}",0.0232512294826835,0.354028436018957,0.0656761635990123,1.35976602854783,2241,0.642977075694754
"{n_char=largo,retweet_source=Twitter Web App} => {difusion=alta}",0.0351206656844639,0.283738474434199,0.123778298852483,1.08979364162417,3385,0.391331490234549
"{polaridad=Negativo,RT_popular=muy muchos} => {difusion=alta}",0.0260629578136997,0.434151399930868,0.0600319561743894,1.66750538886335,2512,0.680626057529611
"{adherencia=alta,polaridad=Negativo} => {difusion=alta}",0.0255960656554128,0.355680507497116,0.0719636446639414,1.36611136819905,2467,0.614213713087305
"{fecha_inicio_T_momento=Tarde,polaridad=Negativo} => {difusion=alta}",0.0265713514971675,0.281645221599032,0.0943433421178228,1.08175379565466,2561,0.505944476063998
"{n_char=largo,polaridad=Negativo} => {difusion=alta}",0.0390010582888921,0.328125,0.118860368118528,1.26027511556547,3759,0.415906803696136
"{fecha_inicio_T_momento=Noche,polaridad=Negativo} => {difusion=alta}",0.0320391774397709,0.286722376973073,0.111742856549978,1.10125432921889,3088,0.437027092994874
"{polaridad=Negativo,retweet_es_finde=Finde} => {difusion=alta}",0.0471146064617875,0.312117671317616,0.150951422464776,1.1987935521214,4541,0.300410233035155
"{n_char=medio,RT_popular=muy muchos} => {difusion=alta}",0.0300367288497852,0.381071475582467,0.07882177170011,1.46363397463893,2895,0.587226473352128
"{adherencia=alta,n_char=medio} => {difusion=alta}",0.0235521155402461,0.33769711395418,0.0697433130667552,1.29704005886394,2270,0.621810058891221
"{fecha_inicio_T_momento=Noche,n_char=medio} => {difusion=alta}",0.030700753252682,0.268414368650218,0.114378203398975,1.03093622695646,2959,0.424319189360355
"{n_char=medio,retweet_es_finde=Finde} => {difusion=alta}",0.041605278994003,0.275904775010321,0.150795791745347,1.05970566769127,4010,0.296479308214948
"{polaridad=Positivo,RT_popular=muy muchos} => {difusion=alta}",0.0283766678425432,0.439569270331083,0.0645556224191239,1.68831455379973,2735,0.660298799902033
"{adherencia=alta,polaridad=Positivo} => {difusion=alta}",0.0243095183748003,0.33780276816609,0.0719636446639414,1.29744585962318,2343,0.611648196180146
"{fecha_inicio_T_momento=Tarde,polaridad=Positivo} => {difusion=alta}",0.0263742192525575,0.269508057675997,0.0978605963769169,1.03513690981621,2542,0.489682341170585
"{n_char=largo,polaridad=Positivo} => {difusion=alta}",0.0377663879147559,0.3032827862023,0.124525326305742,1.1648601856918,3640,0.391319942611191
"{fecha_inicio_T_momento=Noche,polaridad=Positivo} => {difusion=alta}",0.0321325558714283,0.280627038782167,0.114502707974518,1.07784311994512,3097,0.425574425574426
"{polaridad=Positivo,retweet_es_finde=Finde} => {difusion=alta}",0.0451847855408686,0.297168201978847,0.152051212882073,1.14137505551627,4355,0.294936994970899
"{adherencia=alta,RT_popular=muy muchos} => {difusion=alta}",0.031686414475732,0.375830666994831,0.0843103484053039,1.44350487551988,3054,0.562487568786051
"{n_char=corto,RT_popular=muy muchos} => {difusion=alta}",0.0285115477993816,0.361103810775296,0.0789566516569484,1.386941399942,2748,0.583656028842302
"{retweet_source=Twitter for Android,RT_popular=muy muchos} => {difusion=alta}",0.0201697412379905,0.566929133858268,0.0355771824614555,2.17748321429535,1944,0.815117197787727
"{fecha_inicio_T_momento=Tarde,RT_popular=muy muchos} => {difusion=alta}",0.0383577846485858,0.400281507145951,0.0958270216430454,1.53741660244445,3697,0.517677014983841
"{retweet_es_finde=Laborable,RT_popular=muy muchos} => {difusion=alta}",0.0351932933535307,0.365359758724688,0.096325039945218,1.40328780845632,3392,0.510230426644291
"{n_char=largo,RT_popular=muy muchos} => {difusion=alta}",0.0458799360876512,0.480234578627281,0.095536510966778,1.84450343338067,4422,0.531659973226238
"{fecha_inicio_T_momento=Noche,RT_popular=muy muchos} => {difusion=alta}",0.0510157498288062,0.429319828865799,0.118829241974643,1.64894810495511,4917,0.431267783749605
"{polaridad=Neutro,RT_popular=muy muchos} => {difusion=alta}",0.0499782116992799,0.388279864581654,0.128716980349028,1.4913202322511,4817,0.388214056237188
"{retweet_es_finde=Finde,RT_popular=muy muchos} => {difusion=alta}",0.0692245440019921,0.441007336902637,0.156969143616028,1.69383793517773,6672,0.297010521295938
"{retweet_verified=Sin verificar,RT_popular=muy muchos} => {difusion=alta}",0.042393807972443,0.462740656851642,0.0916146168371688,1.77731210602833,4086,0.545076747771298
"{adherencia=alta,RT_popular=amigos medios} => {difusion=alta}",0.0230852233819593,0.309543683917641,0.0745782407503476,1.18890728235236,2225,0.595734770602522
"{adherencia=alta,retweet_source=Twitter for Android} => {difusion=alta}",0.0288954369073063,0.329390892962744,0.0877238488514453,1.26513720592712,2785,0.540859446105838
"{adherencia=alta,fecha_inicio_T_momento=Tarde} => {difusion=alta}",0.0354526778859123,0.344872830036334,0.102799277873462,1.32460082508018,3417,0.48079784707931
"{adherencia=alta,retweet_es_finde=Laborable} => {difusion=alta}",0.0336784876844224,0.317705784476852,0.106005270693698,1.22025659199203,3246,0.463963823483549
"{adherencia=alta,n_char=largo} => {difusion=alta}",0.0514618912245025,0.393557089581846,0.130760930464195,1.51158920092761,4960,0.381556037511073
"{adherencia=alta,fecha_inicio_T_momento=Noche} => {difusion=alta}",0.0448631487207155,0.330252806843351,0.135844867298873,1.26844767789814,4324,0.354398606148303
"{adherencia=alta,polaridad=Neutro} => {difusion=alta}",0.0442613766055903,0.3280276816609,0.13493183374489,1.25990133154702,4266,0.357313865161233
"{adherencia=alta,retweet_es_finde=Finde} => {difusion=alta}",0.060488472951381,0.349960982051744,0.17284347699778,1.34414359496737,5830,0.234807783314311
"{adherencia=alta,retweet_verified=Sin verificar} => {difusion=alta}",0.0648980100018676,0.324160447761194,0.200203357473387,1.24504791089979,6255,0.152038809492592
"{n_char=largo,retweet_source=Twitter for Android} => {difusion=alta}",0.0421863003465377,0.284355549339115,0.14835757714096,1.09216372664392,4066,0.305573640558213
"{retweet_es_finde=Finde,retweet_source=Twitter for Android} => {difusion=alta}",0.0535473428648503,0.27710067114094,0.193241476624266,1.06429891152889,5161,0.167773224752321
"{fecha_inicio_T_momento=Tarde,n_char=largo} => {difusion=alta}",0.0520636633396277,0.291067285382831,0.178871573530327,1.11794242048968,5018,0.2104727194769
"{n_char=largo,retweet_es_finde=Laborable} => {difusion=alta}",0.0418854142889751,0.270340855822675,0.154935568882156,1.03833555295692,4037,0.282328424562378
"{fecha_inicio_T_momento=Noche,n_char=largo} => {difusion=alta}",0.0577078707642506,0.312138728323699,0.184878919300284,1.19887442867996,5562,0.194773901635833
"{n_char=largo,polaridad=Neutro} => {difusion=alta}",0.052904069224544,0.277708185828659,0.190502375962317,1.06663227729887,5099,0.175539680884347
"{n_char=largo,retweet_es_finde=Finde} => {difusion=alta}",0.0877861011392169,0.314699099903295,0.27895250150443,1.20870840228259,8461,0.0411774167604953
"{fecha_inicio_T_momento=Noche,retweet_es_finde=Finde} => {difusion=alta}",0.0774314706065448,0.305585128163132,0.253387561992903,1.17370310921411,7463,0.0159798349701566
"{1_resp=desde el pasado,adherencia=muy_alta,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0212384055114025,0.956095282578235,0.0222136913531572,3.67220752074023,2047,0.911267270128633
"{1_resp=desde el pasado,adherencia=muy_alta,RT_popular=muy muchos} => {difusion=alta}",0.0264572223029196,0.965909090909091,0.0273910066194933,3.70990077309317,2550,0.891597839898348
"{1_resp=desde el pasado,adherencia=muy_alta,n_char=corto} => {difusion=alta}",0.0200348612811521,0.921278625954199,0.0217467991948704,3.5384823673674,1931,0.910487351043193
"{1_resp=desde el pasado,adherencia=muy_alta,retweet_source=Twitter for Android} => {difusion=alta}",0.0212695316552883,0.925090252707581,0.0229918449503019,3.55312220994908,2050,0.905700712589074
"{1_resp=desde el pasado,adherencia=muy_alta,fecha_inicio_T_momento=Tarde} => {difusion=alta}",0.0219024299142993,0.95910949568378,0.022836214230873,3.68378462632478,2111,0.909029542566709
"{1_resp=desde el pasado,adherencia=muy_alta,n_char=largo} => {difusion=alta}",0.0274428835259696,0.97028613352898,0.0282832894108858,3.72671228667371,2645,0.88850049652433
"{1_resp=desde el pasado,adherencia=muy_alta,fecha_inicio_T_momento=Noche} => {difusion=alta}",0.0313544022742836,0.940553999377529,0.0333361001016787,3.61251596270045,3022,0.865374728099664
"{1_resp=desde el pasado,adherencia=muy_alta,polaridad=Neutro} => {difusion=alta}",0.0317590421447988,0.933801098230628,0.0340104998858708,3.58657916034368,3061,0.861917743273676
"{1_resp=desde el pasado,adherencia=muy_alta,retweet_es_finde=Finde} => {difusion=alta}",0.0471042310804922,0.949790794979079,0.0495943225913552,3.647993002378,4540,0.801847319807374
"{1_resp=desde el pasado,adherencia=muy_alta,retweet_verified=Sin verificar} => {difusion=alta}",0.0458488099437654,0.940012763241863,0.0487746674690295,3.61043716214144,4419,0.803633354350568
"{1_resp=hace un ratín,adherencia=muy_alta,n_char=largo} => {difusion=alta}",0.0200659874250379,0.977755308392316,0.0205225042020294,3.75540018065945,1934,0.919564006683109
"{1_resp=hace un ratín,adherencia=muy_alta,retweet_es_finde=Finde} => {difusion=alta}",0.0321636820153141,0.964230171073095,0.0333568508642693,3.70345231323691,3100,0.867904319885755
"{1_resp=hace un ratín,adherencia=muy_alta,retweet_verified=Sin verificar} => {difusion=alta}",0.0273598804756075,0.951985559566787,0.0287398061878774,3.65642273858955,2637,0.884924882070797
"{adherencia=muy_alta,n_char=largo,RT_popular=muchos} => {difusion=alta}",0.0209167686912494,0.967834853576572,0.021611919238032,3.71729731638707,2016,0.91455029609316
"{adherencia=muy_alta,retweet_es_finde=Finde,RT_popular=muchos} => {difusion=alta}",0.0295387105476126,0.947736351531292,0.0311676454109688,3.64010221699565,2847,0.874816838937072
"{adherencia=muy_alta,retweet_verified=Sin verificar,RT_popular=muchos} => {difusion=alta}",0.0331182170944782,0.936894628705606,0.0353489240729597,3.5984609111303,3192,0.856888853767434
"{adherencia=muy_alta,retweet_source=Twitter for iPhone,RT_popular=muy muchos} => {difusion=alta}",0.0222966944035193,0.95980348369808,0.023230478720093,3.68645012217216,2149,0.907520648030495
"{adherencia=muy_alta,n_char=largo,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0243302691373908,0.975457570715474,0.0249424166338113,3.74657494144811,2345,0.902079274837991
"{adherencia=muy_alta,fecha_inicio_T_momento=Noche,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0258450748064991,0.941065357007933,0.0274636342885601,3.61448000474769,2491,0.888990099009901
"{adherencia=muy_alta,polaridad=Neutro,retweet_source=Twitter for iPhone} => {difusion=alta}",0.025564939511527,0.934749620637329,0.0273495050943122,3.5902222816716,2464,0.888862502968416
"{adherencia=muy_alta,retweet_es_finde=Finde,retweet_source=Twitter for iPhone} => {difusion=alta}",0.0355253055549791,0.952964096854996,0.0372787449938785,3.66018114222835,3424,0.851086569291058
"{adherencia=muy_alta,retweet_source=Twitter for iPhone,retweet_verified=Sin verificar} => {difusion=alta}",0.0365939698283912,0.941286362423272,0.038876553713349,3.61532885084402,3527,0.843288298965
"{adherencia=muy_alta,retweet_verified=Verificados,RT_popular=muy muchos} => {difusion=alta}",0.0386586707061485,0.971577574967405,0.0397895872673321,3.73167250460303,3726,0.843510693171448
"{adherencia=muy_alta,n_char=largo,retweet_verified=Verificados} => {difusion=alta}",0.0263015915834907,0.978009259259259,0.0268929883173207,3.75637556491296,2535,0.894676156017653
"{adherencia=muy_alta,fecha_inicio_T_momento=Noche,retweet_verified=Verificados} => {difusion=alta}",0.0226079558423772,0.966725820763088,0.0233861094395219,3.71303770051757,2179,0.907465532996941
